t,z,thrust,z_ref
18.368,0.54969,19.6,0.55
18.372,0.54969,19.6,0.55
18.376,0.54969,19.6,0.55
18.38,0.54969,19.6,0.55
18.384,0.54969,19.6,0.55
18.388,0.54969,19.6,0.55
18.392,0.54969,19.6,0.55
18.396,0.54969,19.6,0.55
18.4,0.54969,19.6,0.55
18.404,0.54969,19.6,0.55
18.408,0.54969,19.6,0.55
18.412,0.54969,19.6,0.55
18.416,0.54969,19.6,0.55
18.42,0.54969,19.6,0.55
18.424,0.54969,19.6,0.55
18.428,0.54969,19.6,0.55
18.432,0.54969,19.6,0.55
18.436,0.54969,19.6,0.55
18.44,0.54969,19.6,0.55
18.444,0.54969,19.6,0.55
18.448,0.54969,19.6,0.55
18.452,0.5497,19.6,0.55
18.456,0.5497,19.6,0.55
18.46,0.5497,19.6,0.55
18.464,0.5497,19.6,0.55
18.468,0.5497,19.6,0.55
18.472,0.5497,19.6,0.55
18.476,0.5497,19.6,0.55
18.48,0.5497,19.6,0.55
18.484,0.5497,19.6,0.55
18.488,0.5497,19.6,0.55
18.492,0.5497,19.6,0.55
18.496,0.5497,19.6,0.55
18.5,0.5497,19.6,0.55
18.504,0.5497,19.6,0.55
18.508,0.5497,19.6,0.55
18.512,0.5497,19.6,0.55
18.516,0.5497,19.6,0.55
18.52,0.5497,19.6,0.55
18.524,0.5497,19.6,0.55
18.528,0.5497,19.6,0.55
18.532,0.5497,19.6,0.55
18.536,0.5497,19.6,0.55
18.54,0.5497,19.6,0.55
18.544,0.5497,19.6,0.55
18.548,0.5497,19.6,0.55
18.552,0.5497,19.6,0.55
18.556,0.5497,19.6,0.55
18.56,0.5497,19.6,0.55
18.564,0.5497,19.6,0.55
18.568,0.5497,19.6,0.55
18.572,0.54971,19.6,0.55
18.576,0.54971,19.6,0.55
18.58,0.54971,19.6,0.55
18.584,0.54971,19.6,0.55
18.588,0.54971,19.6,0.55
18.592,0.54971,19.6,0.55
18.596,0.54971,19.6,0.55
18.6,0.54971,19.6,0.55
18.604,0.54971,19.6,0.55
18.608,0.54971,19.6,0.55
18.612,0.54971,19.6,0.55
18.616,0.54971,19.6,0.55
18.62,0.54971,19.6,0.55
18.624,0.54971,19.6,0.55
18.628,0.54971,19.6,0.55
18.632,0.54971,19.6,0.55
18.636,0.54971,19.6,0.55
18.64,0.54971,19.6,0.55
18.644,0.54971,19.6,0.55
18.648,0.54971,19.6,0.55
18.652,0.54971,19.6,0.55
18.656,0.54971,19.6,0.55
18.66,0.54971,19.6,0.55
18.664,0.54971,19.6,0.55
18.668,0.54971,19.6,0.55
18.672,0.54971,19.6,0.55
18.676,0.54971,19.6,0.55
18.68,0.54971,19.6,0.55
18.684,0.54971,19.6,0.55
18.688,0.54971,19.6,0.55
18.692,0.54971,19.6,0.55
18.696,0.54972,19.6,0.55
18.7,0.54972,19.6,0.55
18.704,0.54972,19.6,0.55
18.708,0.54972,19.6,0.55
18.712,0.54972,19.6,0.55
18.716,0.54972,19.6,0.55
18.72,0.54972,19.6,0.55
18.724,0.54972,19.6,0.55
18.728,0.54972,19.6,0.55
18.732,0.54972,19.6,0.55
18.736,0.54972,19.6,0.55
18.74,0.54972,19.6,0.55
18.744,0.54972,19.6,0.55
18.748,0.54972,19.6,0.55
18.752,0.54972,19.6,0.55
18.756,0.54972,19.6,0.55
18.76,0.54972,19.6,0.55
18.764,0.54972,19.6,0.55
18.768,0.54972,19.6,0.55
18.772,0.54972,19.6,0.55
18.776,0.54972,19.6,0.55
18.78,0.54972,19.6,0.55
18.784,0.54972,19.6,0.55
18.788,0.54972,19.6,0.55
18.792,0.54972,19.6,0.55
18.796,0.54972,19.6,0.55
18.8,0.54972,19.6,0.55
18.804,0.54972,19.6,0.55
18.808,0.54972,19.6,0.55
18.812,0.54972,19.6,0.55
18.816,0.54972,19.6,0.55
18.82,0.54972,19.6,0.55
18.824,0.54973,19.6,0.55
18.828,0.54973,19.6,0.55
18.832,0.54973,19.6,0.55
18.836,0.54973,19.6,0.55
18.84,0.54973,19.6,0.55
18.844,0.54973,19.6,0.55
18.848,0.54973,19.6,0.55
18.852,0.54973,19.6,0.55
18.856,0.54973,19.6,0.55
18.86,0.54973,19.6,0.55
18.864,0.54973,19.6,0.55
18.868,0.54973,19.6,0.55
18.872,0.54973,19.6,0.55
18.876,0.54973,19.6,0.55
18.88,0.54973,19.6,0.55
18.884,0.54973,19.6,0.55
18.888,0.54973,19.6,0.55
18.892,0.54973,19.6,0.55
18.896,0.54973,19.6,0.55
18.9,0.54973,19.6,0.55
18.904,0.54973,19.6,0.55
18.908,0.54973,19.6,0.55
18.912,0.54973,19.6,0.55
18.916,0.54973,19.6,0.55
18.92,0.54973,19.6,0.55
18.924,0.54973,19.6,0.55
18.928,0.54973,19.6,0.55
18.932,0.54973,19.6,0.55
18.936,0.54973,19.6,0.55
18.94,0.54973,19.6,0.55
18.944,0.54973,19.6,0.55
18.948,0.54973,19.6,0.55
18.952,0.54973,19.6,0.55
18.956,0.54974,19.6,0.55
18.96,0.54974,19.6,0.55
18.964,0.54974,19.6,0.55
18.968,0.54974,19.6,0.55
18.972,0.54974,19.6,0.55
18.976,0.54974,19.6,0.55
18.98,0.54974,19.6,0.55
18.984,0.54974,19.6,0.55
18.988,0.54974,19.6,0.55
18.992,0.54974,19.6,0.55
18.996,0.54974,19.6,0.55
19,0.54974,19.6,0.55
19.004,0.54974,19.6,0.55
19.008,0.54974,19.6,0.55
19.012,0.54974,19.6,0.55
19.016,0.54974,19.6,0.55
19.02,0.54974,19.6,0.55
19.024,0.54974,19.6,0.55
19.028,0.54974,19.6,0.55
19.032,0.54974,19.6,0.55
19.036,0.54974,19.6,0.55
19.04,0.54974,19.6,0.55
19.044,0.54974,19.6,0.55
19.048,0.54974,19.6,0.55
19.052,0.54974,19.6,0.55
19.056,0.54974,19.6,0.55
19.06,0.54974,19.6,0.55
19.064,0.54974,19.6,0.55
19.068,0.54974,19.6,0.55
19.072,0.54974,19.6,0.55
19.076,0.54974,19.6,0.55
19.08,0.54974,19.6,0.55
19.084,0.54974,19.6,0.55
19.088,0.54974,19.6,0.55
19.092,0.54975,19.6,0.55
19.096,0.54975,19.6,0.55
19.1,0.54975,19.6,0.55
19.104,0.54975,19.6,0.55
19.108,0.54975,19.6,0.55
19.112,0.54975,19.6,0.55
19.116,0.54975,19.6,0.55
19.12,0.54975,19.6,0.55
19.124,0.54975,19.6,0.55
19.128,0.54975,19.6,0.55
19.132,0.54975,19.6,0.55
19.136,0.54975,19.6,0.55
19.14,0.54975,19.6,0.55
19.144,0.54975,19.6,0.55
19.148,0.54975,19.6,0.55
19.152,0.54975,19.6,0.55
19.156,0.54975,19.6,0.55
19.16,0.54975,19.6,0.55
19.164,0.54975,19.6,0.55
19.168,0.54975,19.6,0.55
19.172,0.54975,19.6,0.55
19.176,0.54975,19.6,0.55
19.18,0.54975,19.6,0.55
19.184,0.54975,19.6,0.55
19.188,0.54975,19.6,0.55
19.192,0.54975,19.6,0.55
19.196,0.54975,19.6,0.55
19.2,0.54975,19.6,0.55
19.204,0.54975,19.6,0.55
19.208,0.54975,19.6,0.55
19.212,0.54975,19.6,0.55
19.216,0.54975,19.6,0.55
19.22,0.54975,19.6,0.55
19.224,0.54975,19.6,0.55
19.228,0.54975,19.6,0.55
19.232,0.54975,19.6,0.55
19.236,0.54976,19.6,0.55
19.24,0.54976,19.6,0.55
19.244,0.54976,19.6,0.55
19.248,0.54976,19.6,0.55
19.252,0.54976,19.6,0.55
19.256,0.54976,19.6,0.55
19.26,0.54976,19.6,0.55
19.264,0.54976,19.6,0.55
19.268,0.54976,19.6,0.55
19.272,0.54976,19.6,0.55
19.276,0.54976,19.6,0.55
19.28,0.54976,19.6,0.55
19.284,0.54976,19.6,0.55
19.288,0.54976,19.6,0.55
19.292,0.54976,19.6,0.55
19.296,0.54976,19.6,0.55
19.3,0.54976,19.6,0.55
19.304,0.54976,19.6,0.55
19.308,0.54976,19.6,0.55
19.312,0.54976,19.6,0.55
19.316,0.54976,19.6,0.55
19.32,0.54976,19.6,0.55
19.324,0.54976,19.6,0.55
19.328,0.54976,19.6,0.55
19.332,0.54976,19.6,0.55
19.336,0.54976,19.6,0.55
19.34,0.54976,19.6,0.55
19.344,0.54976,19.6,0.55
19.348,0.54976,19.6,0.55
19.352,0.54976,19.6,0.55
19.356,0.54976,19.6,0.55
19.36,0.54976,19.6,0.55
19.364,0.54976,19.6,0.55
19.368,0.54976,19.6,0.55
19.372,0.54976,19.6,0.55
19.376,0.54976,19.6,0.55
19.38,0.54976,19.6,0.55
19.384,0.54977,19.6,0.55
19.388,0.54977,19.6,0.55
19.392,0.54977,19.6,0.55
19.396,0.54977,19.6,0.55
19.4,0.54977,19.6,0.55
19.404,0.54977,19.6,0.55
19.408,0.54977,19.6,0.55
19.412,0.54977,19.6,0.55
19.416,0.54977,19.6,0.55
19.42,0.54977,19.6,0.55
19.424,0.54977,19.6,0.55
19.428,0.54977,19.6,0.55
19.432,0.54977,19.6,0.55
19.436,0.54977,19.6,0.55
19.44,0.54977,19.6,0.55
19.444,0.54977,19.6,0.55
19.448,0.54977,19.6,0.55
19.452,0.54977,19.6,0.55
19.456,0.54977,19.6,0.55
19.46,0.54977,19.6,0.55
19.464,0.54977,19.6,0.55
19.468,0.54977,19.6,0.55
19.472,0.54977,19.6,0.55
19.476,0.54977,19.6,0.55
19.48,0.54977,19.6,0.55
19.484,0.54977,19.6,0.55
19.488,0.54977,19.6,0.55
19.492,0.54977,19.6,0.55
19.496,0.54977,19.6,0.55
19.5,0.54977,19.6,0.55
19.504,0.54977,19.6,0.55
19.508,0.54977,19.6,0.55
19.512,0.54977,19.6,0.55
19.516,0.54977,19.6,0.55
19.52,0.54977,19.6,0.55
19.524,0.54977,19.6,0.55
19.528,0.54977,19.6,0.55
19.532,0.54977,19.6,0.55
19.536,0.54977,19.6,0.55
19.54,0.54978,19.6,0.55
19.544,0.54978,19.6,0.55
19.548,0.54978,19.6,0.55
19.552,0.54978,19.6,0.55
19.556,0.54978,19.6,0.55
19.56,0.54978,19.6,0.55
19.564,0.54978,19.6,0.55
19.568,0.54978,19.6,0.55
19.572,0.54978,19.6,0.55
19.576,0.54978,19.6,0.55
19.58,0.54978,19.6,0.55
19.584,0.54978,19.6,0.55
19.588,0.54978,19.6,0.55
19.592,0.54978,19.6,0.55
19.596,0.54978,19.6,0.55
19.6,0.54978,19.6,0.55
19.604,0.54978,19.6,0.55
19.608,0.54978,19.6,0.55
19.612,0.54978,19.6,0.55
19.616,0.54978,19.6,0.55
19.62,0.54978,19.6,0.55
19.624,0.54978,19.6,0.55
19.628,0.54978,19.6,0.55
19.632,0.54978,19.6,0.55
19.636,0.54978,19.6,0.55
19.64,0.54978,19.6,0.55
19.644,0.54978,19.6,0.55
19.648,0.54978,19.6,0.55
19.652,0.54978,19.6,0.55
19.656,0.54978,19.6,0.55
19.66,0.54978,19.6,0.55
19.664,0.54978,19.6,0.55
19.668,0.54978,19.6,0.55
19.672,0.54978,19.6,0.55
19.676,0.54978,19.6,0.55
19.68,0.54978,19.6,0.55
19.684,0.54978,19.6,0.55
19.688,0.54978,19.6,0.55
19.692,0.54978,19.6,0.55
19.696,0.54978,19.6,0.55
19.7,0.54978,19.6,0.55
19.704,0.54979,19.6,0.55
19.708,0.54979,19.6,0.55
19.712,0.54979,19.6,0.55
19.716,0.54979,19.6,0.55
19.72,0.54979,19.6,0.55
19.724,0.54979,19.6,0.55
19.728,0.54979,19.6,0.55
19.732,0.54979,19.6,0.55
19.736,0.54979,19.6,0.55
19.74,0.54979,19.6,0.55
19.744,0.54979,19.6,0.55
19.748,0.54979,19.6,0.55
19.752,0.54979,19.6,0.55
19.756,0.54979,19.6,0.55
19.76,0.54979,19.6,0.55
19.764,0.54979,19.6,0.55
19.768,0.54979,19.6,0.55
19.772,0.54979,19.6,0.55
19.776,0.54979,19.6,0.55
19.78,0.54979,19.6,0.55
19.784,0.54979,19.6,0.55
19.788,0.54979,19.6,0.55
19.792,0.54979,19.6,0.55
19.796,0.54979,19.6,0.55
19.8,0.54979,19.6,0.55
19.804,0.54979,19.6,0.55
19.808,0.54979,19.6,0.55
19.812,0.54979,19.6,0.55
19.816,0.54979,19.6,0.55
19.82,0.54979,19.6,0.55
19.824,0.54979,19.6,0.55
19.828,0.54979,19.6,0.55
19.832,0.54979,19.6,0.55
19.836,0.54979,19.6,0.55
19.84,0.54979,19.6,0.55
19.844,0.54979,19.6,0.55
19.848,0.54979,19.6,0.55
19.852,0.54979,19.6,0.55
19.856,0.54979,19.6,0.55
19.86,0.54979,19.6,0.55
19.864,0.54979,19.6,0.55
19.868,0.54979,19.6,0.55
19.872,0.5498,19.6,0.55
19.876,0.5498,19.6,0.55
19.88,0.5498,19.6,0.55
19.884,0.5498,19.6,0.55
19.888,0.5498,19.6,0.55
19.892,0.5498,19.6,0.55
19.896,0.5498,19.6,0.55
19.9,0.5498,19.6,0.55
19.904,0.5498,19.6,0.55
19.908,0.5498,19.6,0.55
19.912,0.5498,19.6,0.55
19.916,0.5498,19.6,0.55
19.92,0.5498,19.6,0.55
19.924,0.5498,19.6,0.55
19.928,0.5498,19.6,0.55
19.932,0.5498,19.6,0.55
19.936,0.5498,19.6,0.55
19.94,0.5498,19.6,0.55
19.944,0.5498,19.6,0.55
19.948,0.5498,19.6,0.55
19.952,0.5498,19.6,0.55
19.956,0.5498,19.6,0.55
19.96,0.5498,19.6,0.55
19.964,0.5498,19.6,0.55
19.968,0.5498,19.6,0.55
19.972,0.5498,19.6,0.55
19.976,0.5498,19.6,0.55
19.98,0.5498,19.6,0.55
19.984,0.5498,19.6,0.55
19.988,0.5498,19.6,0.55
19.992,0.5498,19.6,0.55
19.996,0.5498,19.6,0.55
20,0.5498,25.063,0.55
20.004,0.54983,24.887,0.55
20.008,0.5499,24.521,0.55
20.012,0.55001,24.038,0.55
20.016,0.55016,23.492,0.55
20.02,0.55034,22.924,0.55
20.024,0.55054,22.364,0.55
20.028,0.55077,21.831,0.55
20.032,0.55101,21.337,0.55
20.036,0.55127,20.89,0.55
20.04,0.55154,20.493,0.55
20.044,0.55181,20.147,0.55
20.048,0.55209,19.849,0.55
20.052,0.55237,19.598,0.55
20.056,0.55266,19.388,0.55
20.06,0.55294,19.217,0.55
20.064,0.55321,19.079,0.55
20.068,0.55349,18.97,0.55
20.072,0.55375,18.887,0.55
20.076,0.55402,18.825,0.55
20.08,0.55427,18.782,0.55
20.084,0.55452,18.753,0.55
20.088,0.55476,18.737,0.55
20.092,0.555,18.732,0.55
20.096,0.55523,18.734,0.55
20.1,0.55545,18.742,0.55
20.104,0.55566,18.756,0.55
20.108,0.55587,18.773,0.55
20.112,0.55607,18.793,0.55
20.116,0.55627,18.814,0.55
20.12,0.55646,18.837,0.55
20.124,0.55664,18.861,0.55
20.128,0.55682,18.885,0.55
20.132,0.55699,18.909,0.55
20.136,0.55716,18.932,0.55
20.14,0.55732,18.955,0.55
20.144,0.55747,18.978,0.55
20.148,0.55762,18.999,0.55
20.152,0.55777,19.02,0.55
20.156,0.55791,19.041,0.55
20.16,0.55804,19.06,0.55
20.164,0.55818,19.079,0.55
20.168,0.5583,19.096,0.55
20.172,0.55843,19.114,0.55
20.176,0.55855,19.13,0.55
20.18,0.55866,19.145,0.55
20.184,0.55878,19.16,0.55
20.188,0.55889,19.175,0.55
20.192,0.55899,19.188,0.55
20.196,0.55909,19.202,0.55
20.2,0.55919,19.214,0.55
20.204,0.55929,19.226,0.55
20.208,0.55938,19.238,0.55
20.212,0.55947,19.249,0.55
20.216,0.55956,19.26,0.55
20.22,0.55964,19.27,0.55
20.224,0.55972,19.28,0.55
20.228,0.5598,19.289,0.55
20.232,0.55988,19.298,0.55
20.236,0.55996,19.307,0.55
20.24,0.56003,19.316,0.55
20.244,0.5601,19.324,0.55
20.248,0.56017,19.332,0.55
20.252,0.56023,19.34,0.55
20.256,0.56029,19.347,0.55
20.26,0.56036,19.354,0.55
20.264,0.56042,19.361,0.55
20.268,0.56047,19.368,0.55
20.272,0.56053,19.374,0.55
20.276,0.56058,19.381,0.55
20.28,0.56063,19.387,0.55
20.284,0.56068,19.393,0.55
20.288,0.56073,19.398,0.55
20.292,0.56078,19.404,0.55
20.296,0.56083,19.409,0.55
20.3,0.56087,19.414,0.55
20.304,0.56091,19.419,0.55
20.308,0.56095,19.424,0.55
20.312,0.56099,19.429,0.55
20.316,0.56103,19.433,0.55
20.32,0.56107,19.438,0.55
20.324,0.5611,19.442,0.55
20.328,0.56114,19.446,0.55
20.332,0.56117,19.45,0.55
20.336,0.5612,19.454,0.55
20.34,0.56124,19.458,0.55
20.344,0.56126,19.462,0.55
20.348,0.56129,19.466,0.55
20.352,0.56132,19.469,0.55
20.356,0.56135,19.473,0.55
20.36,0.56137,19.476,0.55
20.364,0.5614,19.479,0.55
20.368,0.56142,19.482,0.55
20.372,0.56144,19.485,0.55
20.376,0.56147,19.488,0.55
20.38,0.56149,19.491,0.55
20.384,0.56151,19.494,0.55
20.388,0.56152,19.497,0.55
20.392,0.56154,19.499,0.55
20.396,0.56156,19.502,0.55
20.4,0.56158,19.504,0.55
20.404,0.56159,19.507,0.55
20.408,0.56161,19.509,0.55
20.412,0.56162,19.511,0.55
20.416,0.56164,19.514,0.55
20.42,0.56165,19.516,0.55
20.424,0.56166,19.518,0.55
20.428,0.56167,19.52,0.55
20.432,0.56168,19.522,0.55
20.436,0.56169,19.524,0.55
20.44,0.5617,19.526,0.55
20.444,0.56171,19.528,0.55
20.448,0.56172,19.53,0.55
20.452,0.56173,19.531,0.55
20.456,0.56174,19.533,0.55
20.46,0.56174,19.535,0.55
20.464,0.56175,19.537,0.55
20.468,0.56176,19.538,0.55
20.472,0.56176,19.54,0.55
20.476,0.56177,19.541,0.55
20.48,0.56177,19.543,0.55
20.484,0.56178,19.544,0.55
20.488,0.56178,19.546,0.55
20.492,0.56178,19.547,0.55
20.496,0.56179,19.548,0.55
20.5,0.56179,19.55,0.55
20.504,0.56179,19.551,0.55
20.508,0.56179,19.552,0.55
20.512,0.56179,19.553,0.55
20.516,0.56179,19.554,0.55
20.52,0.56179,19.556,0.55
20.524,0.56179,19.557,0.55
20.528,0.56179,19.558,0.55
20.532,0.56179,19.559,0.55
20.536,0.56179,19.56,0.55
20.54,0.56179,19.561,0.55
20.544,0.56179,19.562,0.55
20.548,0.56179,19.563,0.55
20.552,0.56178,19.564,0.55
20.556,0.56178,19.565,0.55
20.56,0.56178,19.566,0.55
20.564,0.56178,19.567,0.55
20.568,0.56177,19.567,0.55
20.572,0.56177,19.568,0.55
20.576,0.56176,19.569,0.55
20.58,0.56176,19.57,0.55
20.584,0.56176,19.571,0.55
20.588,0.56175,19.571,0.55
20.592,0.56175,19.572,0.55
20.596,0.56174,19.573,0.55
20.6,0.56174,19.574,0.55
20.604,0.56173,19.574,0.55
20.608,0.56173,19.575,0.55
20.612,0.56172,19.576,0.55
20.616,0.56171,19.576,0.55
20.62,0.56171,19.577,0.55
20.624,0.5617,19.578,0.55
20.628,0.56169,19.578,0.55
20.632,0.56169,19.579,0.55
20.636,0.56168,19.579,0.55
20.64,0.56167,19.58,0.55
20.644,0.56167,19.58,0.55
20.648,0.56166,19.581,0.55
20.652,0.56165,19.581,0.55
20.656,0.56164,19.582,0.55
20.66,0.56164,19.582,0.55
20.664,0.56163,19.583,0.55
20.668,0.56162,19.583,0.55
20.672,0.56161,19.584,0.55
20.676,0.5616,19.584,0.55
20.68,0.56159,19.585,0.55
20.684,0.56159,19.585,0.55
20.688,0.56158,19.586,0.55
20.692,0.56157,19.586,0.55
20.696,0.56156,19.586,0.55
20.7,0.56155,19.587,0.55
20.704,0.56154,19.587,0.55
20.708,0.56153,19.587,0.55
20.712,0.56152,19.588,0.55
20.716,0.56151,19.588,0.55
20.72,0.5615,19.589,0.55
20.724,0.56149,19.589,0.55
20.728,0.56148,19.589,0.55
20.732,0.56147,19.59,0.55
20.736,0.56146,19.59,0.55
20.74,0.56145,19.59,0.55
20.744,0.56144,19.59,0.55
20.748,0.56143,19.591,0.55
20.752,0.56142,19.591,0.55
20.756,0.56141,19.591,0.55
20.76,0.5614,19.592,0.55
20.764,0.56139,19.592,0.55
20.768,0.56138,19.592,0.55
20.772,0.56137,19.592,0.55
20.776,0.56136,19.593,0.55
20.78,0.56135,19.593,0.55
20.784,0.56134,19.593,0.55
20.788,0.56133,19.593,0.55
20.792,0.56132,19.594,0.55
20.796,0.56131,19.594,0.55
20.8,0.56129,19.594,0.55
20.804,0.56128,19.594,0.55
20.808,0.56127,19.594,0.55
20.812,0.56126,19.595,0.55
20.816,0.56125,19.595,0.55
20.82,0.56124,19.595,0.55
20.824,0.56123,19.595,0.55
20.828,0.56122,19.595,0.55
20.832,0.56121,19.595,0.55
20.836,0.56119,19.596,0.55
20.84,0.56118,19.596,0.55
20.844,0.56117,19.596,0.55
20.848,0.56116,19.596,0.55
20.852,0.56115,19.596,0.55
20.856,0.56114,19.596,0.55
20.86,0.56112,19.597,0.55
20.864,0.56111,19.597,0.55
20.868,0.5611,19.597,0.55
20.872,0.56109,19.597,0.55
20.876,0.56108,19.597,0.55
20.88,0.56107,19.597,0.55
20.884,0.56105,19.597,0.55
20.888,0.56104,19.598,0.55
20.892,0.56103,19.598,0.55
20.896,0.56102,19.598,0.55
20.9,0.56101,19.598,0.55
20.904,0.561,19.598,0.55
20.908,0.56098,19.598,0.55
20.912,0.56097,19.598,0.55
20.916,0.56096,19.598,0.55
20.92,0.56095,19.598,0.55
20.924,0.56094,19.598,0.55
20.928,0.56092,19.599,0.55
20.932,0.56091,19.599,0.55
20.936,0.5609,19.599,0.55
20.94,0.56089,19.599,0.55
20.944,0.56088,19.599,0.55
20.948,0.56087,19.599,0.55
20.952,0.56085,19.599,0.55
20.956,0.56084,19.599,0.55
20.96,0.56083,19.599,0.55
20.964,0.56082,19.599,0.55
20.968,0.56081,19.599,0.55
20.972,0.56079,19.599,0.55
20.976,0.56078,19.6,0.55
20.98,0.56077,19.6,0.55
20.984,0.56076,19.6,0.55
20.988,0.56075,19.6,0.55
20.992,0.56073,19.6,0.55
20.996,0.56072,19.6,0.55
21,0.56071,19.6,0.55
21.004,0.5607,19.6,0.55
21.008,0.56069,19.6,0.55
21.012,0.56067,19.6,0.55
21.016,0.56066,19.6,0.55
21.02,0.56065,19.6,0.55
21.024,0.56064,19.6,0.55
21.028,0.56063,19.6,0.55
21.032,0.56061,19.6,0.55
21.036,0.5606,19.6,0.55
21.04,0.56059,19.6,0.55
21.044,0.56058,19.601,0.55
21.048,0.56057,19.601,0.55
21.052,0.56055,19.601,0.55
21.056,0.56054,19.601,0.55
21.06,0.56053,19.601,0.55
21.064,0.56052,19.601,0.55
21.068,0.56051,19.601,0.55
21.072,0.56049,19.601,0.55
21.076,0.56048,19.601,0.55
21.08,0.56047,19.601,0.55
21.084,0.56046,19.601,0.55
21.088,0.56045,19.601,0.55
21.092,0.56043,19.601,0.55
21.096,0.56042,19.601,0.55
21.1,0.56041,19.601,0.55
21.104,0.5604,19.601,0.55
21.108,0.56039,19.601,0.55
21.112,0.56037,19.601,0.55
21.116,0.56036,19.601,0.55
21.12,0.56035,19.601,0.55
21.124,0.56034,19.601,0.55
21.128,0.56033,19.601,0.55
21.132,0.56032,19.601,0.55
21.136,0.5603,19.601,0.55
21.14,0.56029,19.601,0.55
21.144,0.56028,19.601,0.55
21.148,0.56027,19.601,0.55
21.152,0.56026,19.601,0.55
21.156,0.56024,19.601,0.55
21.16,0.56023,19.601,0.55
21.164,0.56022,19.601,0.55
21.168,0.56021,19.601,0.55
21.172,0.5602,19.601,0.55
21.176,0.56019,19.601,0.55
21.18,0.56017,19.601,0.55
21.184,0.56016,19.602,0.55
21.188,0.56015,19.602,0.55
21.192,0.56014,19.602,0.55
21.196,0.56013,19.602,0.55
21.2,0.56012,19.602,0.55
21.204,0.5601,19.602,0.55
21.208,0.56009,19.602,0.55
21.212,0.56008,19.602,0.55
21.216,0.56007,19.602,0.55
21.22,0.56006,19.602,0.55
21.224,0.56005,19.602,0.55
21.228,0.56003,19.602,0.55
21.232,0.56002,19.602,0.55
21.236,0.56001,19.602,0.55
21.24,0.56,19.602,0.55
21.244,0.55999,19.602,0.55
21.248,0.55998,19.602,0.55
21.252,0.55997,19.602,0.55
21.256,0.55995,19.602,0.55
21.26,0.55994,19.602,0.55
21.264,0.55993,19.602,0.55
21.268,0.55992,19.602,0.55
21.272,0.55991,19.602,0.55
21.276,0.5599,19.602,0.55
21.28,0.55989,19.602,0.55
21.284,0.55987,19.602,0.55
21.288,0.55986,19.602,0.55
21.292,0.55985,19.602,0.55
21.296,0.55984,19.602,0.55
21.3,0.55983,19.602,0.55
21.304,0.55982,19.602,0.55
21.308,0.55981,19.602,0.55
21.312,0.5598,19.602,0.55
21.316,0.55978,19.602,0.55
21.32,0.55977,19.602,0.55
21.324,0.55976,19.602,0.55
21.328,0.55975,19.602,0.55
21.332,0.55974,19.602,0.55
21.336,0.55973,19.602,0.55
21.34,0.55972,19.602,0.55
21.344,0.55971,19.602,0.55
21.348,0.5597,19.602,0.55
21.352,0.55968,19.602,0.55
21.356,0.55967,19.602,0.55
21.36,0.55966,19.602,0.55
21.364,0.55965,19.602,0.55
21.368,0.55964,19.602,0.55
21.372,0.55963,19.602,0.55
21.376,0.55962,19.602,0.55
21.38,0.55961,19.602,0.55
21.384,0.5596,19.602,0.55
21.388,0.55958,19.602,0.55
21.392,0.55957,19.602,0.55
21.396,0.55956,19.602,0.55
21.4,0.55955,19.602,0.55
21.404,0.55954,19.602,0.55
21.408,0.55953,19.602,0.55
21.412,0.55952,19.602,0.55
21.416,0.55951,19.602,0.55
21.42,0.5595,19.602,0.55
21.424,0.55949,19.602,0.55
21.428,0.55948,19.602,0.55
21.432,0.55946,19.602,0.55
21.436,0.55945,19.602,0.55
21.44,0.55944,19.602,0.55
21.444,0.55943,19.602,0.55
21.448,0.55942,19.602,0.55
21.452,0.55941,19.602,0.55
21.456,0.5594,19.602,0.55
21.46,0.55939,19.602,0.55
21.464,0.55938,19.602,0.55
21.468,0.55937,19.602,0.55
21.472,0.55936,19.602,0.55
21.476,0.55935,19.602,0.55
21.48,0.55934,19.602,0.55
21.484,0.55933,19.602,0.55
21.488,0.55932,19.602,0.55
21.492,0.5593,19.602,0.55
21.496,0.55929,19.602,0.55
21.5,0.55928,19.602,0.55
21.504,0.55927,19.602,0.55
21.508,0.55926,19.602,0.55
21.512,0.55925,19.602,0.55
21.516,0.55924,19.602,0.55
21.52,0.55923,19.602,0.55
21.524,0.55922,19.602,0.55
21.528,0.55921,19.602,0.55
21.532,0.5592,19.602,0.55
21.536,0.55919,19.602,0.55
21.54,0.55918,19.602,0.55
21.544,0.55917,19.602,0.55
21.548,0.55916,19.602,0.55
21.552,0.55915,19.602,0.55
21.556,0.55914,19.602,0.55
21.56,0.55913,19.602,0.55
21.564,0.55912,19.602,0.55
21.568,0.55911,19.602,0.55
21.572,0.5591,19.602,0.55
21.576,0.55909,19.602,0.55
21.58,0.55908,19.602,0.55
21.584,0.55907,19.602,0.55
21.588,0.55905,19.602,0.55
21.592,0.55904,19.602,0.55
21.596,0.55903,19.602,0.55
21.6,0.55902,19.602,0.55
21.604,0.55901,19.602,0.55
21.608,0.559,19.602,0.55
21.612,0.55899,19.602,0.55
21.616,0.55898,19.602,0.55
21.62,0.55897,19.602,0.55
21.624,0.55896,19.602,0.55
21.628,0.55895,19.602,0.55
21.632,0.55894,19.602,0.55
21.636,0.55893,19.602,0.55
21.64,0.55892,19.602,0.55
21.644,0.55891,19.602,0.55
21.648,0.5589,19.602,0.55
21.652,0.55889,19.602,0.55
21.656,0.55888,19.602,0.55
