Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
3.37034,-0.893,0,0,0,0.110588,-0.0673685,0.0148143,-0.00115232,0.066,0,0,0,0,0,0,0,0.78,0,0,0,0.000874583,-0.000647591,0.000163448,-1.43301e-05,0,0,0,0,0,0,0,0
1.13637,0.1,0.303916,-0.105341,-0.0225077,-0.0988306,0.0118612,0.111251,-0.0504845,0.066,0,0,0,0,0,0,0,0.78,-0.00440977,-0.00283933,-0.0013367,-0.123094,0.279372,-0.212111,0.0544581,0,0,0,0,0,0,0,0
