Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
2.16131,-0.893,0,0,0,0.182343,-0.148319,0.0454442,-0.00505927,0.066,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.26633,-0.3915,0.431055,-3.31315e-15,-0.0397206,-0.00516652,-0.0157072,0.0131778,-0.00235515,0.066,-4.39198e-31,-9.01763e-19,-1.22125e-30,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
