t,x,y,z,qx,qy,qz,qw
1746975920.3157146,-0.889477550983429,-0.304069459438324,0.027681579813361168,-0.00964885950088501,0.027144484221935272,0.01249151024967432,0.999506950378418
1746975920.3356447,-0.889500617980957,-0.30409011244773865,0.0276745967566967,-0.010320805013179779,0.027482090517878532,0.01233263686299324,0.9994930028915405
1746975920.3456242,-0.8895049095153809,-0.30408307909965515,0.027682362124323845,-0.009950120002031326,0.027429070323705673,0.012276403605937958,0.9994988441467285
1746975920.3859913,-0.8894805312156677,-0.3040819764137268,0.02768823131918907,-0.0098702572286129,0.027322769165039062,0.012557378970086575,0.9994990825653076
1746975920.4159477,-0.889483630657196,-0.30406948924064636,0.02768547460436821,-0.009945051744580269,0.027238944545388222,0.012367799878120422,0.9995030164718628
1746975920.4456067,-0.8894875049591064,-0.30407461524009705,0.027691738680005074,-0.009958597831428051,0.027364738285541534,0.012331155128777027,0.9994999170303345
1746975920.4757433,-0.8894989490509033,-0.30408531427383423,0.027671363204717636,-0.010083494707942009,0.02749086357653141,0.012256992049515247,0.9994961023330688
1746975920.485641,-0.8894773125648499,-0.30407771468162537,0.027677634730935097,-0.010008114390075207,0.027296442538499832,0.012455536983907223,0.9994996786117554
1746975920.6159377,-0.889492392539978,-0.3040808439254761,0.027675312012434006,-0.009641993790864944,0.026823127642273903,0.01236617099493742,0.9995172023773193
1746975920.616288,-0.8894968032836914,-0.30407488346099854,0.027684686705470085,-0.00989498570561409,0.027433468028903008,0.012508788146078587,0.9994964599609375
1746975920.6211367,-0.8894904255867004,-0.30407848954200745,0.02768976427614689,-0.009660530835390091,0.027107613161206245,0.012545399367809296,0.9995071887969971
1746975920.6238885,-0.8894811272621155,-0.3040918707847595,0.027662811800837517,-0.009621655568480492,0.027098573744297028,0.01224238146096468,0.9995114803314209
1746975920.6358666,-0.8894887566566467,-0.30407950282096863,0.027681736275553703,-0.009934739209711552,0.02741379477083683,0.01220844965428114,0.9995002746582031
1746975920.6368864,-0.8894943594932556,-0.30407705903053284,0.027670416980981827,-0.009755851700901985,0.027339491993188858,0.012232531793415546,0.9995037317276001
1746975920.6558888,-0.8894910216331482,-0.3040851652622223,0.027686381712555885,-0.009769742377102375,0.027181919664144516,0.012518639676272869,0.9995044469833374
1746975920.665846,-0.88948655128479,-0.3040693998336792,0.02768404223024845,-0.009837680496275425,0.027318036183714867,0.01237628236413002,0.9995018243789673
1746975920.6867762,-0.8894851207733154,-0.3040729761123657,0.02767360396683216,-0.00957362912595272,0.027452541515231133,0.012382430955767632,0.9995006322860718
1746975920.6959364,-0.8895004987716675,-0.30409175157546997,0.027700509876012802,-0.010779490694403648,0.02711198665201664,0.012082445435225964,0.9995013475418091
1746975920.7159638,-0.889477550983429,-0.3040631115436554,0.027680469676852226,-0.009785202331840992,0.02707086317241192,0.012556328438222408,0.9995068311691284
1746975920.735978,-0.8894790410995483,-0.30405110120773315,0.02768625132739544,-0.00988680962473154,0.027087092399597168,0.012222286313772202,0.9995094537734985
1746975920.7459006,-0.8895136713981628,-0.3040521442890167,0.027736200019717216,-0.01145382970571518,0.026966573670506477,0.011897090822458267,0.9994999766349792
1746975920.7659826,-0.8894920945167542,-0.304077684879303,0.027679163962602615,-0.009989356622099876,0.027401870116591454,0.01235994603484869,0.9994982481002808
1746975920.7760997,-0.8894760012626648,-0.30407577753067017,0.027665158733725548,-0.009599278680980206,0.02693941630423069,0.012340317480266094,0.9995148181915283
1746975920.796159,-0.8894956111907959,-0.3040892481803894,0.02766169235110283,-0.009810065850615501,0.026975348591804504,0.012321028858423233,0.9995120763778687
1746975920.825594,-0.8894830346107483,-0.30407240986824036,0.02768760174512863,-0.009832152165472507,0.027244891971349716,0.01241269800812006,0.9995033740997314
1746975920.8659213,-0.889485239982605,-0.30407461524009705,0.027667760848999023,-0.009431283921003342,0.027375053614377975,0.012236174196004868,0.999505877494812
1746975920.8858514,-0.8894913196563721,-0.30408477783203125,0.027662115171551704,-0.009667826816439629,0.02734525315463543,0.012327379547059536,0.9995032548904419
1746975920.9262419,-0.8894829154014587,-0.3040938675403595,0.027680404484272003,-0.009922541677951813,0.027671510353684425,0.012284372933208942,0.9994924068450928
1746975920.9459174,-0.8894809484481812,-0.3040972054004669,0.027666224166750908,-0.00982177909463644,0.027859613299369812,0.012015251442790031,0.9994914531707764
1746975920.9858532,-0.8894895315170288,-0.30407488346099854,0.027671094983816147,-0.00980584416538477,0.026940561830997467,0.0124419080093503,0.9995114803314209
1746975921.0159342,-0.8894943594932556,-0.30407941341400146,0.0276856180280447,-0.010054548271000385,0.027381015941500664,0.012532738037407398,0.9994959831237793
1746975921.0458477,-0.8895003199577332,-0.3040854036808014,0.027701295912265778,-0.010588578879833221,0.026529593393206596,0.012401989661157131,0.9995150566101074
1746975921.076334,-0.8894901275634766,-0.3040657043457031,0.027699241414666176,-0.010152358561754227,0.027138905599713326,0.012298688292503357,0.9995044469833374
1746975921.1059568,-0.8894768953323364,-0.3040749728679657,0.027681631967425346,-0.009930672124028206,0.02696685679256916,0.012404265813529491,0.9995100498199463
1746975921.1459103,-0.8894892930984497,-0.30407676100730896,0.027683736756443977,-0.010088273324072361,0.026814885437488556,0.012640908360481262,0.9995095729827881
1746975921.1762948,-0.8894957304000854,-0.30408376455307007,0.027676276862621307,-0.009744081646203995,0.027299320325255394,0.012255084700882435,0.9995046854019165
1746975921.2060125,-0.8895009160041809,-0.3040692210197449,0.027669908478856087,-0.0097293546423316,0.0275032427161932,0.012239057570695877,0.9994994401931763
1746975921.2358851,-0.8894878625869751,-0.30407586693763733,0.027671273797750473,-0.010428606532514095,0.027534613385796547,0.012210137210786343,0.9994919300079346
1746975921.2559521,-0.8894912600517273,-0.3041064143180847,0.02767280302941799,-0.010081387124955654,0.02697916142642498,0.012311629951000214,0.999509334564209
1746975921.2659945,-0.8894903659820557,-0.30409830808639526,0.027661511674523354,-0.009514314122498035,0.026880720630288124,0.01250374224036932,0.999515175819397
