-0.893, 0.066, 0.530 /0.780 /1.030
 0.050, 0.066, 0.780
 0.100, 0.066, 0.780
 0.150, 0.066, 0.740
 0.200, 0.066, 0.770
 0.300, 0.066, 0.770
