-0.893, 0.066, 0.780
 0.050, 0.066, 0.780
 0.100, 0.066, 0.780
 0.150, 0.066, 0.750
 0.280, 0.066, 0.780
 0.400, 0.066, 0.780
 0.450, 0.066, 0.810
 0.700, 0.066, 0.780
